CandidateSLEOP_ID,CandidateSLEOP_UUID,FullName,FirstName,MiddleName,SurName,PoliticalParty,District,"City Council",Locality,Constituency,Ward,"Election Type","Election Year",Profile,CandidatePhoto
2952,eb89ab88-6d2e-47cb-9a00-7f9a7d4a8d16,"Rahman Sankoh",Rahman,,Sankoh,SLPP,Kambia,,,"Constituency 59",,Parliamentary,2018,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
2997,c378c468-ca0a-4c1c-9cc4-5a25af767c76,"Daniel  Sheriff",Daniel,,Sheriff,ADP,Moyamba,,,"Constituency 94",,Parliamentary,2018,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
3017,20b5c4a7-101d-4842-8861-3f2ee743e3c7,"Fawzay Conteh",Fawzay,,Conteh,NGC,"Port Loko",,,"Constituency 72",,Parliamentary,2018,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
3034,dc47b839-8558-4e9d-9434-a5f561d45234,"Sheriff Sesay",Sheriff,,Sesay,NGC,Moyamba,,,"Constituency 96",,Parliamentary,2018,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
3052,ca03136c-5f01-458b-942b-5628d340f4ed,"Bobson Kanu",Bobson,,Kanu,PMDC,Bombali,,,"Constituency 29",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
3117,725edae3-b0e8-4a6d-b680-d537e873fa05,"Fassally Tarawally",Fassally,,Tarawally,APC,Bo,,,"Constituency 68",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
3143,9835213f-1a55-4303-aa69-194b0d492085,"Fatmata Kanu",Fatmata,,Kanu,PLP,"Port Loko",,,"Constituency 75",,Parliamentary,2018,,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png
3163,9d46d68b-5967-4170-8fe4-df1310ee91ff,"Hassan Ansumana",Hassan,,Ansumana,ADP,Bonthe,,,"Constituency 89",,Parliamentary,2018,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
3184,3dce8328-fe29-4afc-83a4-fe02e1be7e3a,"James Robert",James,,Robert,C4C,Bonthe,,,"Constituency 90",,Parliamentary,2018,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
3206,2b80c787-da70-442e-8b7c-a9554b04bda9,"Thomas Mark Turay",Thomas,Mark,Turay,APC,Bombali,,,"Constituency 30",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
3245,7ccf7dd8-558c-423c-b96b-02ae5bb42b63,"Sulaiman Muluku Sisay",Sulaiman,Muluku,Sisay,APC,Bombali,,,"Constituency 33",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
3349,dcda30a1-22ae-41de-b037-53fd92b98abf,"Aiah B. B. Komba",Aiah,"B. B",Komba,APC,Kono,,,,"Ward 63","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
3390,3efa2af5-d6cb-4a88-903a-11458aa8028d,"Issa Bangura",Issa,,Bangura,APC,Bombali,,,,"Ward 89","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
3445,fa118f6a-6507-4b4c-b001-38d8bcfe7096,"Ayoe Thorpe- wyse",Ayoe,,Thorpe-wyse,PDP,Bo,,,"Constituency 70",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
3485,7969b6b0-f86a-453a-81ff-4a59a03ec285,"Edward Bindu Prince",Edward,Bindi,Prince,APC,Kenema,,,"Constituency 9",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
3524,7bf14c02-a655-498f-a790-54ba7ed1e89a,"Kandeh Yumkella",Kandeh,,Yumkella,NGC,Karene,,,"Constituency 62",,Parliamentary,2018,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
3596,d3283061-50a1-4e97-bbf1-da4a2a079052,"Tamba Steven Amara",Tamba,Steven,Amara,SLPP,Kono,,,,"Ward 85","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
3641,2082c440-5597-4d17-ad87-d90091738304,"Ibrahim Jr. Sesay",Ibrahim,Jr.,Sesay,RUFP,Kenema,,,"Constituency 10",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
3700,20bd1a2b-4a79-46f6-aa1f-e5640c893be1,"Sheku konneh",Sheku,,Konneh,PMDC,Bo,,,"Constituency 75",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
3751,8b0d3761-6dd6-4c73-8cae-af4007c25e6a,"Fatmata Bowara Kamara",Fatmata,Bowara,Kamara,APC,"Western Rural",,,,"Ward 336","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png
3787,eed1c52b-2ee9-4a55-9653-d9dfd475b38d,"Keifala A. Ansumana",Keifala,A.,Ansumana,PMDC,Kenema,,,"Constituency 12",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
3823,05c2d772-e694-42f8-8673-d7a795a65e5b,"Mohamed A. Kamara",Mohamed,A.,Kamara,IND,Kambia,,,"Constituency 40",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
3857,3cc2af69-155c-450c-bafd-393fab96e2c5,"Osman Koroma",Osman,,Koroma,APC,"Western Urban",,,,"Ward 349","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
3887,65a580ce-a9df-4e5a-88c5-d3ec4dbb59a9,"John Yarrwah Marrah",John,Yarrwah,Marrah,PMDC,Kambia,,,"Constituency 43",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
3922,d1545f6d-0e5f-4305-bbe5-a4a5dee41b56,"Ibrahim P. Pessima",Ibrahim,P.,Pessima,RUFP,Bo,,,"Constituency 77",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
3962,0b2fe6d2-63d8-49de-85ff-e6ae28d27836,"Elias John Aboud",Elias,John,Aboud,RUFP,Kenema,,,"Constituency 17",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
3992,06660402-d244-41f8-91cd-acfb432422b2,"Alieu Bindi Mansaray",Alieu,Bindi,Mansaray,APC,Kenema,,,"Constituency 19",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
4034,f02731da-9af6-4483-93be-ff3239f3223e,"Siaka Fofanah",Siaka,,Fofanah,RUFP,Bonthe,,,"Constituency 79",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
4084,53035615-04f8-4454-a35a-ffd2d3eb0527,"Sahr Septimus Mathew Jimmy",Sahr,"Septimus Mathew",Jimmy,IND,Kono,,,"Constituency 21",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
4121,7ed5b862-ca55-45c8-9d72-0a53493e0df7,"Tamba E.Kpakama",Tamba,E.,Kpakama,UNPP,Kono,,,"Constituency 24",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
4154,8d647cc7-263b-407f-9968-e05b88286f98,"Usman Hilton Conteh",Usman,Halton,Conteh,SLPP,"Port Loko",,,"Constituency 49",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
4186,514d5a34-041c-4d1d-a7d9-6d7dadf8cdab,"Tamba A.W. Musa",Tamba,A.W,Musa,APC,Kono,,,"Constituency 27",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
4221,48bee321-c4d3-4405-b4bb-93394c2a49ed,"Ibrahim Addissaya Kamara",Ibrahim,Addissaya,Kamara,APC,"Western Urban",,,,"Ward 365","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
4255,3437b2a0-a793-4a24-9d1d-020c66e11de6,"Hon. Benneh Bangura",Benneh,,Bangura,APC,"Port Loko",,,"Constituency 55",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
4284,0194b046-74a4-40b4-9f0a-3da88cacc27d,"Christian Johnson",Christian,,Johnson,C4C,"Western Urban",,,"Constituency 123",,Parliamentary,2018,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
4314,063bb2ae-2e7e-4289-a5f3-3f32714771ca,"Hassan Sesay",Hassan,,Sesay,APC,Tonkolili,,,"Constituency 59",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
4355,c63cfb33-f88f-45be-82c9-c38ec44b2fbd,"Abdulai Sesay",Abdulai,,Sesay,APC,Tonkolili,,,"Constituency 63",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
4391,88d30082-99cd-496a-9ccb-585094bc52b0,"James N.D. Alie",James,"N .D.",Alie,SLPP,Moyamba,,,"Constituency 81",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
4424,3f9450fe-6ee1-4e3d-959b-5116fc61f001,"Foday Musa Kamara",Foday,Musa,Kamara,UNPP,"Western Urban",,,"Constituency 96",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
4459,08affa4d-0695-41c7-a731-192a579d90d5,"Hassan Jalloh",Hassan,,Jalloh,NDA,Moyamba,,,"Constituency 85",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
4494,43af42f3-d84c-4368-8b38-fc3b632d11b8,"Jacob A.Koiwa",Jacob,,Koiwa,UNPP,Pujehun,,,"Constituency 87",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
4534,ad9b0358-e727-4972-a339-eb5beccdac53,"Siaka Abu Bokarie Magona",Siaka,,Magona,APC,Pujehun,,,"Constituency 90",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
4591,89a3fd57-62ec-42d5-b402-c65820ea9f2b,"Abubakarr Sesay",Abubakarr,,Sesay,SLPP,Kenema,,,,"Ward 31","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
4637,7254a82a-dc1b-46fd-a208-70017a81e692,"Haja Sento Conteh",Haja,Sento,Conteh,APC,Bombali,,,,"Ward 89","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png
4670,b2222a5c-2eca-4dee-b5cd-f9a7ec966493,"Isatu Fofanah",Isatu,,Fofanah,APC,Bombali,,,,"Ward 90","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png
4703,33af581e-03a2-4ce2-bbdf-4c53ee5d1cf2,"Amara J. Conteh",Amara,J.,Conteh,APC,Bombali,,,,"Ward 91","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
4734,c98f9461-a8ac-450e-9658-a271da42c024,"Abdul Karim Turay",Abdul,Karim,Turay,APC,"Western Urban",,,,"Ward 394","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
4919,af2cf466-87b6-4df3-91af-6711bce1d966,"Yankuba kallay",Yankuba,,Kallay,UDM,Bo,,,"Constituency 73",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
4993,fb8a156d-d6a5-49b1-b760-9c822ca109b4,"Musa Kamara",Musa,,Kamara,APC,Bombali,,,,"Ward 101","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
5107,526ee860-0a44-451e-8894-a78bea974c9f,"Anthony V. Amara",Anthony,V.,Amara,SLPP,Bo,,,,"Ward 250","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
5243,d01907b6-56b8-4e46-8014-3e3e97e9d8d1,"Anthony A. Belmoh",Anthony,A.,Belmoh,SLPP,Bonthe,,,,"Ward 260","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
5325,30eab53c-d138-42f9-8a97-d71a4c6f7035,"John Dito Kamara",John,Dito,Kamara,APC,Bombali,,,,"Ward 105","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
5374,c2cd8d7e-a10b-4335-aaef-f59650b32600,"Alhaji A. K. Sesay",Alhaji,"A. K.",Sesay,CDP,"Western Urban",,,"Constituency 100",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
5416,de477d2f-4ac8-43d3-9bb8-f7f46f9df9a6,"People's Democratic Party",People's,,Party,PDP,,,,,,"Local Councillor - PR System, MP - Proportional Representation","2023, 2002, 1996",,/sites/default/files/2023-05/pdp-party.jpg
5472,7fd739d9-5fd6-49fa-88e7-e9f90a983933,"Lamin Joe Sesay",Lamin,Joe,Sesay,UDM,"Western Urban",,,"Constituency 101",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
5584,c9200eda-7f0b-49d9-acf1-62f9b9504332,"Rosaline J. Smith",Rosaline,J,Smith,APC,"Western Urban",,,"Constituency 103",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-1.png
5790,b95267de-713b-4ccc-8912-b59cadf3aaf2,"Alaji B. Turay",Alaji,B,Turay,APC,Kambia,,,,"Ward 125","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
5823,e9a2fbf3-e1c9-4fd3-9272-71894083420f,"Nathaniel Jones",Nathaniel,,Jones,CDP,"Western Urban",,,"Constituency 105",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
5861,f6544f5c-389d-4e32-8f27-24779b653cd5,"Patrick Daniel Dowu Robert",Patrick,"Daniel Dowu",Robert,PMDC,"Western Urban",,,"Constituency 107",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
5906,114dda8a-2b64-47ea-b6a4-962a0e558287,"Paulina H. Samba",Paulina,H.,Samba,PMDC,"Western Urban",,,"Constituency 111",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-1.png
5976,aec0e576-747e-4463-b261-a4ac3eac2a7f,"Mohamed Sefoi",Mohamed,,Sefoi,CDP,Bo,,,"Constituency 78",,Parliamentary,2018,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
6097,9b97866d-ba2c-4d78-b2b9-914bf54dbc93,"Sahr Amara",Sahr,,Amara,APC,Kailahun,,,"Constituency 4",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
6170,b4cca5c8-6240-4c6a-a838-c6362d7bf4a3,"Nabieu Yaiyah Yaiyah",Nabieu,Yaiyah,Yaiyah,APC,Kambia,,,,"Ward 134","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
6254,d2c9635a-d248-4ebc-bd2f-f040afafc394,"Haja Bintu Mansaray",Haja,Bintu,Mansaray,APC,Koinadugu,,,,"Ward 144","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png
6317,e5218094-51e0-454c-a6f2-eda843b3bdd7,"Alpha Ampala Kamara",Alpha,Ampala,Kamara,SLPP,"Western Urban",,,"Constituency 99",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
6393,f48145b3-3555-432d-a8cb-4f83464b67e3,"Sorie I. Samura",Sorie,I,Samura,APC,Koinadugu,,,,"Ward 166","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
6425,a7103dc0-5297-4519-a4f4-4f80c8a3fcea,"Morlai Sesay",Morlai,,Sesay,APC,"Port Loko",,,,"Ward 182","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
6457,4b11ddbc-f060-45dd-8708-6d4dffee0a7c,"Hassan B. Kanu",Hassan,B,Kanu,APC,"Port Loko",,,,"Ward 197","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
6477,385d81b9-2c0c-4ced-99fe-874a620d60c9,"Alhaji George",Alhaji,,George,NGC,Bo,,,"Constituency 83",,Parliamentary,2018,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
6505,cc88f08e-7cb1-4022-9539-c63010f57ee4,"Daniel Abdul Kargbo",Daniel,Abdul,Kargbo,APC,Tonkolili,,,,"Ward 214","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
6537,b57f9f4c-b03a-4495-b28c-133b5284e3d3,"Philip Harding",Philip,,Harding,C4C,Bo,,,"Constituency 84",,Parliamentary,2018,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
6553,876b95be-6bec-4c83-8aea-f0165340a0bf,"Abdul Kallon",Abdul,,Kallon,APC,Bo,,,"Constituency 86",,Parliamentary,2018,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
6571,f4f6c5d9-833b-4922-9e00-da5c911ca987,"Republic National Independent Party","Republic National",,"Independent Party",ReNIP,,,,,,"Local Councillor - PR System, MP - Proportional Representation",2023,,/sites/default/files/party-logos/ReNIP-Logo.png
7311,8f34723d-9417-4f02-b782-85c2949008e6,"Ishmail Mohamed Songa",Ishmail,Mohamed,Songa,NDA,,,,,"Ward 327","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
7341,435e8c34-b21b-4fea-8cbf-e24377e5c463,"Saidu Bangura",Saidu,,Bangura,RUFP,"Western Rural",,,,"Ward 330","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
7367,edfff230-125f-4219-810b-a366cdc68e92,"Edward B Benga",Edward,B,Benga,SLPP,"Western Rural",,,,"Ward 335","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
7401,76ec7476-9b19-4a41-b713-28ae6fb0f011,"Mohamed I Sankoh",Mohamed,I,Sankoh,NDA,"Western Rural",,,,"Ward 339","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
7432,9d8c8d27-d98b-4e24-9575-ac378e132cd8,"Mohamed Tholley",Mohamed,,Tholley,UDM,"Western Rural",,,,"Ward 343","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
7469,e19eddfb-a8ab-4f42-a0f0-a0c702984984,"Shar S Sorie",Shar,S,Sorie,RUFP,"Western Urban",,,,"Ward 347","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
7517,afc0d1bf-7b70-4979-a196-333f6ad3d12c,"Rosaline Fofanah",Rosaline,,Fofanah,CDP,"Western Urban",,,,"Ward 350","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
7573,0afb0d40-88d6-44ea-93dd-a0d6d01b3957,"Margaret Kargbo",Margaret,,Kargbo,APC,Bo,,,,"Ward 230","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png
7609,ac0249f5-7adf-4c32-b5f9-7b041bf32f3b,"John B. Jr. Sesay",John,"B. Jr.",Sesay,UNPP,Bo,,,,"Ward 230","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
7642,b83f92c6-d6a1-47c3-8716-e301b4beb009,"Joseph C. Kandeh",Joseph,C.,Kandeh,PMDC,Bo,,,,"Ward 231","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
7677,a0fb626f-120e-40f6-b874-8e2c5db22e27,"Fatmata Marrah",Fatmata,,Marrah,PMDC,Kono,,,,"Ward 64","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png
7709,9ce2ff14-9ce5-468f-aff7-a726d122b922,"Sidikie Musa",Sidikie,,Musa,PMDC,Kono,,,,"Ward 72","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
7741,c744049a-3193-4d6f-bdf2-b4ec32676011,"Talibi sulmani",Talibi,,Sulmani,PMDC,Kono,,,,"Ward 75","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
7773,aaaac541-c939-487a-bb77-3372d29ed21d,"Alhasan Kamara",Alhasan,,Kamara,SLPP,Bo,,,,"Ward 231","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
7801,c8306f19-a6fe-472f-8ccb-14c7164a453f,"Rugiatu Tengbeh",Rugiatu,,Tengbeh,NDA,Bo,,,,"Ward 232","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png
7848,17368cd5-3cf6-4908-bd44-be6793265740,"William Evans Yongai",William,Evans,Yongai,APC,Kono,,,,"Ward 81","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
7883,6099c1cc-c50b-4cc5-a647-46557d067af8,"Emmanuel Jr. Sam",Emmanuel,Jr.,Sam,PMDC,Bo,,,,"Ward 234","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
7915,ebe45122-16f3-4104-afd5-e0aab74b67ba,"Silvalie Lamin",Silvalie,,Lamin,APC,Bo,,,,"Ward 238","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
7947,87f6c417-d237-4e60-9916-a5c29c138e86,"Usman Alhaji Turay",Usman,Alhaji,Turay,SLPP,"Western Urban",,,,"Ward 355","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
7981,71469d2f-10d0-4462-90c9-efcb88c3759b,"Mohamed Jacob Sankoh",Mohamed,Sankoh,Jacob,RUFP,"Western Urban",,,,"Ward 356","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8015,8b1118fe-6913-49d8-8e2d-0169de174083,"Musa Vonu",Musa,,Vonu,SLPP,Bo,,,,"Ward 243","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8050,343e9481-60f5-4fc0-8378-fbd2a6745004,"Haja Aminata Kebbay",Haja,Aminata,Kebbay,SLPP,Bo,,,,"Ward 247","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png
8093,09e346bd-a7b6-434b-adb0-e49517ac7d80,"Mohamed Alimamy Fofanah",Mohamed,Alimamy,Fofanah,APC,Moyamba,,,,,"District Chairperson",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8126,1c192b8c-8660-416b-aabe-4413ba9c3ebb,"Frederick C konneh",Frederick,C,Konneh,RUFP,Kenema,,,,"Ward 61","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8161,15e0e194-0237-4e0d-ac27-a175aeb3472d,"Edwin S B Kargbo",Edwin,"S B",Kargbo,PLP,"Western Urban",,,,"Ward 363","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8198,7f693961-6358-458a-ba51-434fea09df91,"John B. S. Gbakima",John,"B. S",Gbakima,APC,Bo,,,,"Ward 256","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8249,42883ced-0d57-45ae-88e8-eabed4ad808a,"Ibrahim S Kamara",Ibrahim,S,Kamara,PMDC,"Western Urban",,,,"Ward 366","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8289,aaff8ec6-cbe0-4c13-bdb5-a0c694fb8f78,"Aruna Bangura",Aruna,,Bangura,UNPP,"Western Urban",,,,"Ward 368","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8327,d7a7bb98-9bcd-4697-ad5d-997f426f46f8,"Mary Sallay Deoud",Mary,Sallay,Deoud,APC,Bonthe,,,,"Ward 261","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png
8359,59fd57b4-2473-4848-ab2e-eba79815eae4,"Haja Marie Kamara",Haja,Marie,Kamara,NDA,"Western Urban",,,,"Ward 370","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png
8391,f4029a22-2f2f-4b97-87a7-6af49a4238eb,"Julius Sylvester Gorvie",Julius,Sylvester,Gorvie,IND,Bonthe,,,,"Ward 261","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8431,bb2b65cb-527f-4c6e-a8a5-2fded43a3349,"Solomon Johnson",Solomon,,Johnson,PMDC,Bonthe,,,,"Ward 267","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8464,2057f7b7-2244-491e-932e-cd5cdb38beb0,"Jamie Baylay",Jamie,,Baylay,APC,Bonthe,,,,"Ward 269","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png
8499,b4ccbfe8-8acb-44e0-bffd-f30814979bc9,"Fatmata Kargbo",Fatmata,,Kargbo,RUFP,Bombali,,,,"Ward 91","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png
8535,6aae3fc2-1348-4f80-8914-75ab7393ec37,"Mohamed Lukulay",Mohamed,,Lukulay,PMDC,Bonthe,,,,"Ward 274","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8607,d95951d6-4a65-4e48-a96d-165276ad739f,"Alex K. Golia",Alex,K.,Golia,APC,Bonthe,,,,"Ward 276","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8640,b45fb682-e783-455e-b8bc-1ae62bd762c1,"Ibrahim Jalloh",Ibrahim,,Jalloh,SLPP,"Western Urban",,,,"Ward 383","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8672,d510c204-2cd5-4987-895c-b7495755f535,"Augustine Mansaray",Augustine,,Mansaray,APC,Bonthe,,,,"Ward 277","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8704,4e84f7cc-be10-44ce-8b20-9a28f4694ef6,"Prince A K Samba",Prince,"A K",Samba,SLPP,"Western Urban",,,,"Ward 384","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8735,342ef8dc-9dc1-45d5-939d-53e5a5ee37ab,"Emmanuel M. Miller",Emmanuel,M.,Miller,APC,Moyamba,,,,"Ward 282","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8767,966497b0-9a65-4206-af65-47dd89d39dfe,"Lansana Bangura",Lansana,,Bangura,UDM,Moyamba,,,,"Ward 283","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8798,23aa206d-a3f4-4685-91b1-c5bb8b51fbe5,"Ibrahim.S. Kamara",Ibrahim,S,Kamara,PMDC,Kambia,,,,,"District Chairperson",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8829,b49d82eb-ed97-451a-b36d-642198019637,"Joseph Paul Josiah",Joseph,Paul,Josiah,SLPP,Moyamba,,,,"Ward 287","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
